Name,Longitude,Latitude
BTR,-91.149597,30.533199
JAN,-90.0758972168,32.3111991882
SHV,-93.8256,32.446602
HRL,-97.65440368652344,26.228500366210938
SAT,-98.46980285644531,29.533700942993164
DFW,-97.038002,32.896801
STL,-90.370003,38.748697
GUC,-106.9329987,38.53390121
MSY,-90.25800323486328,29.99340057373047
AUS,-97.6698989868164,30.194499969482422
IAH,-95.34140014648438,29.984399795532227
MEM,-89.97669982910156,35.04240036010742
EGE,-106.9179993,39.64260101
ICT,-97.433098,37.649899
MTJ,-107.893997192,38.509799957300004
TUL,-95.88809967041016,36.19839859008789
ELP,-106.3779984,31.80719948
VPS,-86.525398,30.4832
GRI,-98.30960083007812,40.967498779296875
SPS,-98.491898,33.9888
SWO,-97.08570098877,36.161201477051
MFE,-98.23860168,26.17580032
SGF,-93.38860321,37.24570084
LIT,-92.2242965698,34.729400634799994
ABI,-99.68190002440001,32.4113006592
XNA,-94.306801,36.281898
TYR,-95.40239715576172,32.35409927368164
SJT,-100.49600219726562,31.35770034790039
GRK,-97.82890319820001,31.067199707
BPT,-94.02069854736328,29.9507999420166
HOU,-95.27890015,29.64539909
ACT,-97.23049926757812,31.611299514770508
TXK,-93.99099731445312,33.45370101928711
AEX,-92.54979705810547,31.32740020751953
GGG,-94.71150207519531,32.38399887084961
CLL,-96.36380005,30.58860016
LCH,-93.22329711914062,30.126100540161133
MLU,-92.0376968383789,32.51089859008789
GCK,-100.723999023,37.9275016785
FSM,-94.36740112304688,35.33660125732422
LFT,-91.98760223,30.20529938
GPT,-89.07009887695312,30.40730094909668
OKC,-97.60070037841797,35.39310073852539
MOB,-88.242797851562,30.691200256348
LAW,-98.4166030884,34.5676994324
JLN,-94.49829864501953,37.151798248291016
HDN,-107.2180023,40.48120117
LRD,-99.46160125732422,27.543800354003906
BRO,-97.4259033203125,25.90679931640625
MHK,-96.6707992553711,39.14099884033203
ROW,-104.53099822998047,33.30160140991211
SAF,-106.088996887,35.617099762
CYS,-104.8119965,41.15570068
MEI,-88.75189971923828,32.33259963989258
PIB,-89.33709716796875,31.467100143432617
CRP,-97.5011978149414,27.77039909362793
DAL,-96.851799,32.847099
MAF,-102.2020034790039,31.9424991607666
ECP,-85.795414,30.357106
AMA,-101.706001,35.219398
HOB,-103.2170029,32.6875
LBB,-101.822998,33.663601
DRT,-100.927001953,29.3742008209
