Name,Longitude,Latitude
ATL,-84.428101,33.6367
PHF,-76.49299622,37.13190079
CLE,-81.8498001099,41.4117012024
RDU,-78.7874984741211,35.877601623535156
RIC,-77.3197021484375,37.50519943237305
BOS,-71.00520325,42.36429977
ILM,-77.90260314941406,34.270599365234375
CMH,-82.891899,39.998001
CVG,-84.6678009033,39.0488014221
CAE,-81.11949920654297,33.93880081176758
OAJ,-77.61209869380001,34.8292007446
JFK,-73.77890015,40.63980103
LGA,-73.87259674,40.77719879
BUF,-78.73220062,42.94049835
ORF,-76.20120239257812,36.89459991455078
BTV,-73.15329742429999,44.471900939899996
CAK,-81.44219970703125,40.916099548339844
DCA,-77.037697,38.8521
TYS,-83.9940033,35.81100082
EYW,-81.75959777832031,24.556100845336914
BWI,-76.668297,39.1754
IND,-86.294403,39.7173
SDF,-85.736,38.1744
CRW,-81.59320068359375,38.37310028076172
CHO,-78.4529037475586,38.13859939575195
CHS,-80.04049683,32.89860153
SYR,-76.1063003540039,43.11119842529297
IAD,-77.45580292,38.94449997
HSV,-86.775100708008,34.637199401855
MCO,-81.30899810791016,28.429399490356445
SAV,-81.20210266,32.12760162
PHL,-75.24109649658203,39.87189865112305
BNA,-86.6781997680664,36.1245002746582
MIA,-80.29060363769531,25.79319953918457
JAX,-81.68789672851562,30.49410057067871
CLT,-80.94309997558594,35.2140007019043
GSO,-79.93730163574219,36.097801208496094
RSW,-81.75520324707031,26.53619956970215
TPA,-82.533203125,27.975500106811523
FLL,-80.152702,26.072599
EWR,-74.168701171875,40.692501068115234
PBI,-80.09559631347656,26.68320083618164
SRQ,-82.55439758300781,27.39539909362793
BDL,-72.68319702149999,41.9388999939
PVD,-71.420403,41.732601
PIT,-80.23290253,40.49150085
PWM,-70.30930328,43.64619827
MHT,-71.435699,42.932598
ALB,-73.80169677734375,42.74829864501953
BHM,-86.75350189,33.56290054
DAY,-84.21939849853516,39.902400970458984
CHA,-85.20379638671875,35.035301208496094
TLH,-84.35030364990234,30.396499633789062
GNV,-82.2717971802,29.6900997162
GSP,-82.2189025879,34.8956985474
PNS,-87.186599731445,30.473400115967
MGM,-86.39399719,32.30059814
ROC,-77.67240142822266,43.118900299072266
AGS,-81.9645004272461,33.36989974975586
TRI,-82.407401,36.475201
GTR,-88.5914001465,33.450298309299995
AVL,-82.54180145263672,35.43619918823242
EWN,-77.04290008539999,35.0730018616
MYR,-78.9282989502,33.6796989441
CSG,-84.93890380859375,32.516300201416016
BGR,-68.8281021118164,44.80739974975586
HPN,-73.70760345458984,41.06700134277344
PBG,-73.46810150146484,44.650901794433594
MLB,-80.64530181884766,28.102800369262695
FAY,-78.88030242919922,34.9911994934082
DAB,-81.058098,29.179899
ART,-76.02169799804688,43.99190139770508
HVN,-72.88680267,41.26369858
LBE,-79.40480042,40.27590179
ACY,-74.57720184326172,39.45759963989258
VLD,-83.27670288085938,30.782499313354492
DHN,-85.44960021972656,31.321300506591797
ABY,-84.19450378417969,31.535499572753906
BQK,-81.46649932861328,31.258800506591797
MDW,-87.752403,41.785999
ROA,-79.975403,37.3255
HHH,-80.6975021362,32.2243995667
ISP,-73.10019684,40.79520035
ORH,-71.87570190429688,42.26729965209961
TTN,-74.8134994506836,40.27669906616211
LYH,-79.20040130615234,37.326698303222656
