Name,Longitude,Latitude
LAX,-118.4079971,33.94250107
SJC,-121.929001,37.362598
SEA,-122.308998,47.449001
PHX,-112.01200103759766,33.43429946899414
SFO,-122.375,37.61899948120117
LAS,-115.1520004,36.08010101
OGG,-156.429993,20.8986
DEN,-104.672996521,39.861698150635
OAK,-122.221001,37.721298
GEG,-117.53399658203125,47.61989974975586
SLC,-111.97799682617188,40.78839874267578
SAN,-117.190002441,32.7336006165
RNO,-119.76799774169922,39.49909973144531
TUS,-110.94100189208984,32.1161003112793
SMF,-121.59100341796875,38.69540023803711
ABQ,-106.609001,35.040199
SNA,-117.8679962,33.67570114
ONT,-117.60099792480469,34.055999755859375
BOI,-116.223,43.5644
PDX,-122.5979996,45.58869934
JAC,-110.73799896240234,43.6072998046875
KOA,-156.045603,19.738783
LIH,-159.33900451660156,21.97599983215332
HNL,-157.924228,21.32062
PSP,-116.50700378417969,33.8297004699707
COS,-104.700996,38.805801
FAT,-119.71800231933594,36.77619934082031
BZN,-111.1529999,45.77750015
GJT,-108.527000427,39.1223983765
MSO,-114.0910034,46.91630173
GTF,-111.3710022,47.48199844
SCK,-121.2379989624,37.894199371338
MFR,-122.87300109863281,42.37419891357422
BLI,-122.53800201416016,48.79280090332031
BIL,-108.54299926757812,45.807701110839844
EUG,-123.21199798583984,44.12459945678711
PSC,-119.11900329589844,46.26470184326172
IDA,-112.070999,43.514599
FLG,-111.6709976,35.13850021
ASE,-106.8690033,39.22320175
RDM,-121.1500015,44.2541008
YUM,-114.6060028,32.65660095
BFL,-119.0569992,35.43360138
SGU,-113.510306,37.036389
SBP,-120.641998291,35.236801147499996
BUR,-118.35900115966797,34.20069885253906
STS,-122.8130035,38.50899887
MRY,-121.84300231933594,36.58700180053711
HLN,-111.98300170898438,46.6068000793457
SUN,-114.2959976,43.50439835
LGB,-118.1520004,33.81769943
FCA,-114.25599670410156,48.31050109863281
CPR,-106.463997,42.908001
EAR,-99.0068,40.727
HYS,-99.27320099,38.84220123
SLN,-97.6521987915039,38.79100036621094
BFF,-103.5960007,41.87400055
RKS,-109.065001,41.5942
PUB,-104.49700164794922,38.289100646972656
LBL,-100.9599991,37.0442009
VEL,-109.5100021,40.4408989
CNY,-109.7549973,38.75500107
DVL,-98.90879822,48.11420059
JMS,-98.67819977,46.92969894
LAR,-105.67500305175781,41.31209945678711
GCC,-105.539001465,44.348899841299996
LBF,-100.6839981,41.12620163
PRC,-112.4199982,34.65449905
SBA,-119.8399963,34.42620087
ACV,-124.109,40.978101
RDD,-122.2929993,40.50899887
OTH,-124.24600219726562,43.41709899902344
MMH,-118.8379974,37.62409973
COD,-109.024002075,44.520198822
LWS,-117.01499938964844,46.3745002746582
PIH,-112.59600067138672,42.9098014831543
BTM,-112.49700164794922,45.95479965209961
CDC,-113.0989990234375,37.70100021362305
EKO,-115.79199981689453,40.82490158081055
TWF,-114.487999,42.4818
FAI,-147.8560028,64.81510162
ANC,-149.99600219726562,61.174400329589844
ITO,-155.04800415039062,19.721399307250977
ADQ,-152.4940033,57.75
BET,-161.8379974,60.77980042
SCC,-148.4649963,70.19470215
BRW,-156.766008,71.285402
KTN,-131.7140045,55.35559845
JNU,-134.5760040283203,58.35499954223633
SIT,-135.36199951171875,57.04710006713867
PSG,-132.9450073,56.80170059
WRG,-132.3699951,56.48429871
OME,-165.44500732421875,64.51219940185547
OTZ,-162.598999,66.88469696
DRO,-107.753997803,37.1515007019
YAK,-139.660003662,59.5032997131
CDV,-145.4779968,60.4917984
ADK,-176.64599609375,51.87799835205078
SMX,-120.4570007,34.89889908
